"AcceptedTaxonID","DistributionElement","StandardInUse","DistributionStatus"
236,"SUMOO","TDWG Level 4 code","native"
236,"JAWOO","TDWG Level 4 code","native"
236,"BORKA,JAWOO,LSIBA,LSILS,MOLOO,NWGIJ,SULOO,SUMOO","TDWG Level 4 code","native"
236,"PHIOO","TDWG Level 4 code","native"
236,"MLYSI","TDWG Level 4 code","native"
236,"BOR","TDWG Level 4 code","native"
236,"BORSB,BORSR,MLYPM","TDWG Level 4 code","native"
236,"CHSHK","TDWG Level 4 code","native"
236,"MLY","TDWG Level 4 code","native"
236,"ASS","TDWG Level 4 code","native"
237,"HAWHI","TDWG Level 4 code","native"
237,"HAW","TDWG Level 4 code","native"
241,"PHIOO","TDWG Level 4 code","native"
241,"MRN","TDWG Level 4 code","native"
241,"SRLOO","TDWG Level 4 code","native"
244,"PHIOO","TDWG Level 4 code","native"
246,"PHIOO","TDWG Level 4 code","native"
247,"TAIOO","TDWG Level 4 code","native"
248,"PHIOO","TDWG Level 4 code","native"
251,"PHIOO","TDWG Level 4 code","native"
252,"FIJOO","TDWG Level 4 code","native"
253,"PHIOO","TDWG Level 4 code","native"
258,"BOR","TDWG Level 4 code","native"
260,"PHIOO","TDWG Level 4 code","native"
261,"LSILS","TDWG Level 4 code","native"
261,"MOLOO","TDWG Level 4 code","native"
263,"WHMHP","TDWG Level 4 code","native"
263,"IND","TDWG Level 4 code","native"
264,"TAIOO","TDWG Level 4 code","native"
273,"PHIOO","TDWG Level 4 code","native"
273,"MLY","TDWG Level 4 code","native"
274,"JAP","TDWG Level 4 code","native"
274,"JAPHN","TDWG Level 4 code","native"
274,"TAIOO","TDWG Level 4 code","native"
275,"TAIOO","TDWG Level 4 code","native"
275,"NNSOO","TDWG Level 4 code","native"
277,"HAWHI","TDWG Level 4 code","native"
278,"HAWHI","TDWG Level 4 code","native"
280,"CHSHK","TDWG Level 4 code","native"
280,"PAKOO","TDWG Level 4 code","native"
280,"WHMUT","TDWG Level 4 code","native"
280,"NTAOO","TDWG Level 4 code","native"
280,"BANOO","TDWG Level 4 code","native"
280,"TAIOO","TDWG Level 4 code","native"
280,"IND","TDWG Level 4 code","native"
280,"INDWB","TDWG Level 4 code","native"
280,"INDBI","TDWG Level 4 code","native"
280,"PHIOO","TDWG Level 4 code","native"
280,"JAP","TDWG Level 4 code","native"
288,"TAIOO","TDWG Level 4 code","native"
291,"NWGPN","TDWG Level 4 code","native"
291,"LSILS","TDWG Level 4 code","native"
291,"CRL","TDWG Level 4 code","native"
291,"MOLOO","TDWG Level 4 code","native"
291,"CRLPA","TDWG Level 4 code","native"
292,"BOR","TDWG Level 4 code","native"
293,"MRQ","TDWG Level 4 code","native"
293,"MRQOO,SCIOO,TUAOO,TUBOO","TDWG Level 4 code","native"
294,"MRQOO,SCIOO,TUAOO,TUBOO","TDWG Level 4 code","native"
295,"NNSOO","TDWG Level 4 code","native"
296,"PHIOO","TDWG Level 4 code","native"
297,"SCIOO","TDWG Level 4 code","native"
298,"JAPKY","TDWG Level 4 code","native"
298,"KOR","TDWG Level 4 code","native"
298,"JAPSH","TDWG Level 4 code","native"
298,"TAIOO","TDWG Level 4 code","native"
298,"JAP","TDWG Level 4 code","native"
298,"JAPHN","TDWG Level 4 code","native"
300,"JAP","TDWG Level 4 code","native"
300,"JAPHN","TDWG Level 4 code","native"
300,"TAIOO","TDWG Level 4 code","native"
300,"NNSOO","TDWG Level 4 code","native"
302,"CRLPA","TDWG Level 4 code","native"
302,"CRL","TDWG Level 4 code","native"
304,"JAPKY","TDWG Level 4 code","native"
304,"NNS","TDWG Level 4 code","native"
304,"JAPHN","TDWG Level 4 code","native"
304,"NNSOO","TDWG Level 4 code","native"
304,"JAP","TDWG Level 4 code","native"
305,"INDBI","TDWG Level 4 code","native"
305,"IND","TDWG Level 4 code","native"
305,"MLYSI","TDWG Level 4 code","native"
305,"INDWB","TDWG Level 4 code","native"
305,"INDTN","TDWG Level 4 code","native"
305,"MLY","TDWG Level 4 code","native"
